vin,sellingprice
jtebu4bf2bk113263,24982.47136594463
2c4rc1gg7er180355,25695.335216478896
2hges16374h588764,2238.1748306553254
wddgf81x78f169485,16951.300159413022
2c4rdgcg3er388917,16365.944454739203
1n4al2ap5cn424564,11440.278345055534
1ftfw1et8cfb48321,24890.575961982973
3fa6p0h71er259567,16828.93253713262
1c3cdzab7dn610562,9499.990133066476
1c6rd7ft7cs204333,12857.038686777589
5npeb4ac3ch290449,11791.815292062118
1ftfw1ef3bfc35956,25266.808308980253
jf1znaa10d1719373,16718.811211423126
2c4rdgegxer431226,19474.62418666843
1n4al3ap9ec105740,13530.767355091393
wbxpa73464wc36440,3281.0738787712435
yv440mdb2f2610299,28813.574645670677
2c3ccakt9eh306087,25903.699767166036
2d4fv47tx6h156976,2783.7680683797735
1fbss3bl5edb01101,21412.780293681724
1ftww31p86ec33609,13997.360983413357
1g6dw677x50225462,3559.10136087281
1ftfw1r69dfb74948,47990.20849147583
1fahp2e82eg107578,19343.642997474446
jn1cv6ek3cm422386,22103.727065617968
3fa6p0h7xdr271747,13799.794745948158
1g6dw677550216409,5057.141063282505
2gkaluek7c6276284,17914.853860435644
4t4be46k09r098027,6397.067783803519
1ft8w3dt0deb21420,43842.67948394843
knafe122845051705,1622.6978820651202
1g1pe5sb9e7114453,13067.8204482916
3c4pddbg6ct222361,8722.30390919554
km8jn72d05u127017,4756.603467738596
5tfhw5f13cx249936,22126.39429206476
1g1pc5sb7d7144958,9382.03885418536
1gnwkmeg6br194783,22374.904374139696
1g1zd5eb9af288546,6554.573554016015
1j4gw48s44c336467,4221.84121336761
2melm74w1vx603619,642.9035459627503
knafx4a67e5127187,11339.710018217427
2t1br32e14c264462,4397.606713504589
1g1zd5eu9bf201988,7262.5391005053225
kndup131046562894,1038.7764748277223
2g1wf5ek1b1281581,5201.491999313439
2t2gk31u77c011844,13423.083181525668
1ftnf1cf8ekd17420,18237.56581927724
waulc68e63a233402,6530.453750919876
jthgl46f875015124,16404.572776122513
5j6rm3h53cl025176,18653.00362675057
1fahp3fnxbw188972,7840.2379026006565
wbabd33424jy97817,4062.0231295522917
5uxfe83529l170811,21002.364808996346
jtdktud32ed584445,12934.408086331765
1g8aj55f77z187488,4542.18036709618
2c4rdgcg0cr204451,10114.65573832446
1n4aa5apxec438000,17012.129709626646
19uua9f55ca002462,20170.7685998174
1ftne24w67da44976,2873.881575047284
jn1cv6el0am150112,18978.565966069826
1fahp3n26cl476501,8972.649711096725
jn8af5mv5dt210835,15006.509456602154
1gnsckkc8fr205029,49531.64070382647
wddgf56x08f039121,11920.974180880665
3n1cn7ap6dl876005,8466.85845217258
1n4aa5ap3cc815652,15707.901908036005
3fadp4ej1dm227597,10505.64890168265
2t3bf4dv7bw172688,13157.421708715587
1g11h5sa9df251711,13342.159106589485
3lnhl2jc4ar615582,10371.864844147665
4t1bf32k33u562748,2708.0083973055207
1d7hu18d75s323919,8255.094398590716
1b3cc4fb9an189063,6049.532762233406
1gndt13s662358557,3383.074498995811
wddgf4hb5cr239429,21257.033474417618
km8jt3ab7cu401390,9680.714951327458
1gkev23768j263857,12699.260867638963
jthbf5c24c5176380,21988.229366906424
1hgcg165x2a027836,2041.530003907561
kmhd35le6du156678,13698.685509368173
wbavm1c51dvw41350,30567.004921007825
1c4rjeag7ec144910,24757.484388122924
2d4rn4de8ar496990,7357.039117861062
4t1bf1fk7cu098636,13592.4313800751
wauaf78e26a046795,3177.7529828835086
1gkdt13s122106237,844.1347649311156
1n4ba41e66c829787,3908.1848095740424
4t3zk3bb8au024609,15568.230117903116
1fm5k8d83dgb86317,27266.296265247343
1n6ad0ev4ac404087,14296.147968999545
2c3ccabg4eh261658,23362.39897155115
1fafp552x3a196871,643.0413954953492
1gnscbkcxfr160773,44732.286701086676
kmhct5ae1du137471,9950.8746191153
2hges16543h601504,2061.2388438440485
wba3b5g51fns15840,41131.90199626575
3c4pdddg8dt615227,14022.622794787436
jthce1blxd5001563,30781.134523267752
1j8gl58k85w613103,4103.480616396653
3fahp0gaxcr304900,9212.055495628698
1ftnf1cf0ekd48113,17739.115871020913
1fahp2f83eg183230,19014.242477362142
1g1jc6shxd4189457,8244.126301641527
1fmzu73k53uc18137,1270.0671224749167
1fmcu0h92dud56139,18024.416464168527
jm3ke2cy8f0434836,20155.850323487095
1g1zf57579f254408,7545.587931373852
jthbk262982063524,10515.92519470216
3n1bc1cp1al391729,2696.8919981926247
4t1be46k47u032443,6999.973046591541
jn1cv6ap9dm713252,22442.093278247834
jtlkt334264049092,2253.126589927455
4jgdf7ce4da223492,36012.49634395559
wp0ab2a90ds123041,72050.70022860222
2g1wf5e37d1220344,8833.347878975968
1c3cdfbaxdd268356,12095.981133168285
1j4rr4gg4bc555195,16195.364313656642
1gyek63n92r200314,2273.852846689795
5j6rm4h55cl021118,16568.42867026711
jm1bl1uf3b1390089,7391.864749767182
1nxbu4ee9az306581,9745.159587579505
3ln6l2gk8er825498,28137.72232732206
kmhcn46cx9u341270,2583.699489541019
1fmjk1h5xbef34161,26948.275072518263
jm1gj1v66e1162487,18531.746311832085
1fafp55s53g166741,2147.1648756987743
jhlre4h47bc035761,14156.891172238753
1hgcg56702a023996,2956.8706215828897
3vwrt71k66m746558,3315.197476663925
5tfdw5f17cx249548,23330.72844862729
2c4rdgcg8er253237,16740.438013194842
19uua56883a074677,2960.785962203252
2lmdu68cx8bj05646,13590.800438041953
5n1ar18u67c626356,6778.179285821014
1ftne2ew8eda20173,21297.266823346923
1fahp3gn9bw184524,6198.092808449503
19xfb2f5xee243381,10400.479805847224
1gtw7fca5e1905770,21560.686117586483
1zvht85h455209305,9940.294364978294
1fafp55u11a128859,671.6206815600708
jthbe1bl6d5001460,31005.312327449046
jm3er2bm7b0405127,15676.554852689598
2c3cdxct1eh315591,23318.943076208066
5xxgn4a7xcg039135,14082.042148445109
1g2zg57bx94117540,2764.6212976246716
3n1ab6ap9al644813,6899.300763586811
jtjbt20x930014425,7421.202095341702
1g6dt57v780164982,12808.27941837087
2fmdk3kc4eba30799,22228.05716391092
2c4rdgbg9dr616368,8863.606572576291
1ft8w3bt5cea27096,31458.505880358654
jthbe96s070016618,12297.537336947344
jtmbk33v085063691,10560.992057657677
3lnhm28t28r660744,5228.636400681018
jtmbd31v275093545,8739.646454041993
1gtek19z26z254627,11558.835890941087
jtebu5jr0a5028050,22987.315581135408
4t1be46k07u044069,5266.029128896271
5xxgm4a7xeg282238,14267.214625948682
5npdh4ae4eh505402,13359.814513076557
wdbrf40j63f382931,3206.5607964663286
5tfhy5f11dx308848,35555.72545162453
1n4aa5ap9bc866393,14193.108909165228
1j4gz78yxwc163618,603.8847030395664
2t3bf4dv6bw173640,14706.568590957751
1n4al3ap6dn429862,13938.91363709361
1c3cdzab4cn136021,9603.789796550076
1fmcu0dg1ckc48030,9525.37893413757
jn8ae2kp0d9068333,18792.692114449805
1mefm50ux2g620409,1262.7009579887526
1fmyu031x5ka88199,2261.078710361686
5npet46c59h535167,4899.569351230919
jn8cs1mw4dm173129,33590.95442060522
1fmcu0gx4eub81474,17884.15425133543
jtdkn3du5d1615796,13978.79014868532
1fm5k8d89dga37233,23955.103339329868
1ftpx14555na08675,4532.5991455130315
1fmhk8d85cga18738,20479.57941172924
wddng71x07a121188,15512.687537914866
1b3hb48b37d201969,3255.5286364337044
2hgfa16519h369184,5041.816184461213
1gys4kef6br346956,38789.40016743234
1b3cb4ha4ad603024,5912.330660871852
2fmza52256ba56681,3056.8387453114283
1n4aa5ap8ec486577,12220.332966730679
2g1wg5e33d1191129,9591.775558892652
2fmdk4jc7dbb48738,21835.97265362685
jn8az1mw3bw182053,14816.725093838966
knafk4a67e5154467,11560.340821967482
wddgf4hb8ea930911,24327.44580446634
19uua8f20ca020058,19366.57191194096
jn8as5mv1cw705624,16416.598636096423
1g1jc6sg3d4231703,8782.190285120923
knaft4a25a5242857,5514.6504742073685
wdbtk76g84t024831,-1164.8275241648225
wba3a5c55cf345182,26148.476146369918
1c4bjweg5dl655483,29427.076921620643
1gcec29029z162071,15417.761016736922
1c4pjmak6cw120986,9616.283459169186
1fmpu15576lb00788,3718.219342816683
2gnfleek5c6358786,13614.781477741693
2c4rc1cg3er180357,23859.88060869984
2b3ka43r58h326800,1302.4855733344793
1g2zg558964261180,1921.2663861725905
wmwmf73518tt88928,6665.945675908184
kmhhn65f76u206174,3544.8728824539594
2d4gv58205h591407,5017.591614392964
1n4al11d96n405049,3832.6102189115354
jf1znaa18d2731233,18947.965476470014
2hgfg1b99ah500776,10511.866215003789
2t2bk1ba3cc153153,28150.96095129245
1ftne2ewxeda19977,21584.746805855597
jn8az1mw8dw313688,17016.074274610975
1gbhg39c591143468,6504.313670147169
wmeej3ba0ck553414,5583.348277146988
5j6yh18798l015149,8475.394758956147
2d4rn5dg4br721026,8215.186846036726
1j4gx48s24c385874,5255.9052446278165
wbapt735x8cx00895,9878.452336632003
1fbss31l53ha60766,5656.267207918678
2fmhk6c85dbd11442,17639.763807179974
5tftx4gn8dx024805,17776.90994176373
wauhfaflxcn010306,21413.49850625619
kmhgc4dd2du221586,18647.509577893376
2c3ja53g25h678246,2638.765797647411
1ftyr14u0wta78359,2638.0167477324176
jn1cv6ekxdm923406,28479.87282574254
2fmdk4kc4cba79827,22924.006824314885
1yvhp81a695m35040,6332.508853965116
salmf13496a235125,11603.468293994652
kmhfh4jgxda233076,16418.909220143432
3fa6p0k99er301400,17655.38337122222
2gnaldek6c1277684,12988.46420441563
4jgcb65e67a056765,6430.621227552958
5j6rm4h33dl071421,17275.19364616117
4a32b3ff9ce023054,9724.484242925639
1gcrkpea0cz276898,10733.195110973287
2a4gp54lx6r781680,2140.616234359055
5fnrl5h60cb073055,17648.697962952094
1fm5k8d88ega09800,26760.99949575199
1gtw7fca0e1906082,21839.691623168612
1gkek63ux4j159713,6561.461866301764
ja3au86u78u008441,4515.674523358544
1g8al55f66z160145,1508.60255473488
wbaet37465nj89798,9025.837634852713
1g1ak15f177200574,5540.691945795242
1n4al3apxdn440136,14952.744522307776
3d7mx48c36g247655,10250.46682471617
jthkd5bh7c2055355,18543.053654014584
1fm5k8f85fga04570,29671.85793963757
wdbsk75f43f060145,15317.669441731969
1n4aa5ap8ac816289,9153.377347304384
2fmdk4kcxdbb95356,17508.057469863303
5yfbu4ee5dp087012,10428.708790424662
2g4ws52j131114990,800.4308871651865
1c4rjfcg7cc103273,20394.590942909304
jthbf5c29d5187781,27686.275670595183
2t1bu4ee8cc800628,9808.312536279987
2c4rdgeg2er179133,19383.754443139944
jn8as5mtxew603465,7327.615739870615
5j6re4h71bl067297,16393.117124668242
3fahp0ha3cr291860,9184.123049714872
4jgbf7be5ca781293,26777.70999857889
3g5da03l07s562513,4632.742911021451
1n4bl11d96c251104,4802.321672896234
jthbf5c25c2102810,22803.900881322377
jm1cw2bl8d0149065,13333.197037078693
3tmlu4en7em150625,29006.59233133809
3vwsf71k36m629545,2928.4929740264342
wbafu7c58cdu58748,27783.944457766658
3vwbx7aj5bm108602,9784.962234905986
5npdh4ae0fh571222,12617.940059090157
1n4al3ap8en260008,16038.906810644996
1g6ky54911u182876,588.399828784386
1n4aa5apxbc856004,18456.761525625763
1fafp56u67a191527,2702.711303714019
jthch96s260017537,13747.503063762877
4t1bf32k43u557395,2296.4814139435857
3fa6p0lu8er308079,18367.80618582508
1n4al2apxcn413527,13939.419581066408
jn8cs1mw3dm173915,30394.110964048145
1ftne2ew4dda54948,19185.933265336447
1ftpw14584ka09953,6050.091915710234
1g1zd5e0xcf385031,9924.265276426551
wbafr7c54cc810649,28200.492306696673
1hgcp2f67ca142264,13010.467871386698
1j4rr5gt4bc603765,22358.655821854893
jtjbt20x350075451,6660.265636168883
1c4njrfb3fd249037,18522.499147190036
1yvhp80c385m20285,3881.8046640715547
4m2cn8b77akj08834,7423.304192856244
1hgcp2f32ca079306,12579.113696217975
jthcf5c24b5051415,19071.18109517244
1vwbp7a31dc109607,13300.62047064062
1gnkvgkd4dj194946,18952.328206767696
5fnrl5h43cb013351,18591.271115112922
3fa6p0h94er382314,15697.073376697866
3vwsb69m92m095277,1986.2085311274095
1ftkr1ad0bpb02706,8529.877255618372
1hgcp2f68ca145092,13792.720809930031
wbagl63413dp61945,2575.8064401553856
1g11b5sa3df131680,11751.129898594154
1n4al2ap4bc140482,8034.920947941934
1b3el46x14n308491,1734.0211019321669
1n4al11d56n333816,5791.501077966293
wbskg9c55ce797894,40772.430350485214
1n4al3ap7dc912532,15148.800298948323
3gkfk16r1xg529905,1749.1934316953684
wbaxg5c59cdx03671,30218.630076127905
4n2zn16t42d808408,1067.771641608264
1fmju2a59eef40614,33506.9775413176
3c4pddbg0et211908,15454.238290480871
2t3df4dvxcw191648,19841.489927514995
1ftne24213ha50152,1828.9789138588058
1n4aa5ap5dc830123,20233.98587698805
5gten13e588114084,11382.76281516292
19xfb2f92ce015858,12874.772689423151
3fa6p0h71er243840,15669.211860967665
1g6dm577040113901,3581.6184717927463
1c4hjwfg8dl664400,30070.5842742352
1j4fa39s76p781106,12132.841580594066
1fmzu73k05uc04214,4265.052900319804
jm1cw2dlxc0141481,16418.29170988169
2hnyd18814h548804,8038.832667933082
jthcf5c22c5057540,22120.80474644467
1c3cdzab6dn607023,8318.355434717516
1gcskse38az100409,20998.36920969296
2t2zk1ba3dc124462,32979.448719979235
1n4al3ap8fn311380,14321.571910041668
jtjht00w923521747,5498.906939115608
1n4al2ap8bc148553,11050.082239548454
3fa6p0luxer308326,18101.823957117696
1g6ds5e33c0100614,14813.278178842025
6g2er57788l127964,8915.55678732424
kmhec4a43da066396,11688.203930355729
1fmcu9d79ckb22440,12368.795614183142
1ftew1cm0ekd93017,24714.22077004005
2t2bk1ba7cc145833,27796.77542006608
5uxwx5c57blw13582,28064.966979280376
1gnec13t24j223706,10703.322591525819
1c4gp64l9yb658059,525.1154083492747
2c3cdyag7dh604131,18895.66007748362
1c3bcbfg8cn279810,16116.65077561918
wba3a5c55ep601379,35718.86201104777
5tdba23c64s003155,2955.180371655326
knafx4a62e5097239,10855.481468782802
wbabd534x6pl17693,6078.464341885317
wbawb73547p021677,8458.924218740452
3fahp0hg7cr419926,10034.709590123372
4t1bf1fkxeu419703,17045.332001918516
1vwah7a32dc088713,14711.068862349695
wddgf4hb4cr216756,20465.515458633112
jthbn36fx55021972,10857.59405908787
wddgj4hb4cf802891,22114.991058895095
5fnyf3h55db017208,25120.7037984492
3vwrm71kx8m180209,3623.2887274963123
5fnyf4h73cb048964,23778.347007944154
1a8hx58p77f544718,7840.082963511734
1n4bu31d9sc101562,1288.408061188964
3d4pg5fv0at150580,5417.813347123909
1fm5k7b89dga29971,19869.623396659754
1fm5k8d85dgb79417,17669.49212212099
2c4rdgbg9cr146454,5590.767070195671
jtdkdtb36e1574688,16847.954225290072
5npeb4acxch416211,10765.806855394927
1ftne24w04ha63334,2332.365023176224
1fahp32n49w170273,3392.6306684742704
knadm4a36e6394885,11972.462555377544
yv4940dl1e2516909,29443.04657721505
wbadm6344ygu28113,1029.0338780784987
5xyktca62fg600638,21311.370893892432
2c4rdgbgxdr656040,13410.321992444513
1zvbp8em3e5231769,14001.81900387171
5npeb4ac1dh747390,12670.16738115232
sajwa71b06sg49749,5727.35295199204
2c3ccaagxeh232618,19247.169692844782
2g1wf52e749274511,730.3914018613032
1hgcs1b87ca014624,13093.463083700668
5tdzk3eh7as019760,14225.098377690914
1c3ccbbb1dn545698,10592.32498341138
1gdgg31v061903480,3043.9080154390867
jh4cu2f40cc013422,17624.44969667441
1j8gr48k89c543652,13233.472933852645
1gcdt136758206181,5866.1446059529535
1g6kd54y35u238468,1274.5504274314444
yv1mh682452064955,1726.7171393396839
wa1wkafp8ca038020,24294.953794001915
5xykt3a69cg300963,13567.92585431932
2c3ja53g65h530438,2645.4876250278994
jteht05j732043105,6976.449342694701
waujf78kx9n051245,13267.680741047261
wddgf8ab3da803774,25810.134789209755
1fadp3e29dl186382,10368.59815973335
jm1bl1ug8b1901479,9820.481212312168
1g1jc5sh9c4159245,5774.337048527669
1ftfw1ct8ekd55644,35778.34177760243
jtebu11f98k007353,15113.636691292819
2g1fc3d31c9118200,20233.037443014913
1ftpw14524kd61376,8533.331913873812
jn8ar07s4xw366220,2690.5425665135117
jhmfa16886s002021,5043.693226953728
1fmfk20557la13598,8128.706599138149
jtkjf5c73c3031845,11327.71435133533
1fmdu73w12uc78556,1848.3015391138688
jthbe262062004334,10954.798894465694
1hgcp2f69ca058253,12400.553029268625
1c4rjfag6cc226470,24027.455101050473
1n4dl01axyc220729,694.1013184060303
1n4al3ap9ec420585,17681.948592082776
2t1bu4eexdc088902,12246.736510900855
2hgfa55587h701059,6073.06505655433
3n1ab7ap6el622733,9347.773990866606
4a32b2ff9ce012307,6475.504099570778
1n4al3ap4dc171921,11920.222562335224
3fahp0ja9cr292361,10797.299748089707
wauvt68e03a289215,1227.9487421574195
1ftfw1et2dfb12240,30768.010181286885
jhmgd38617s046608,4865.1903295143875
1g1am15b567709265,7540.224187831934
waubfafl6an051406,16807.99843980278
2g1wg5ek0b1132088,6273.93393159604
jm1de1ky4c0152251,5264.704699164695
3fa6p0lu9er308365,18275.60220860721
2g1wt58k489220398,9083.193851289761
jn1cv6ar3cm970942,16171.073519048898
3gtp2ve73dg327408,28346.84856719109
5npdh4ae3dh364031,11540.39158841014
1fmcu9c74ckb32584,6569.290016857534
5n1ar2mm7ec632479,23860.847088545517
wbana53524b848816,4486.7928053218
kmhdh4ae0du591078,14199.15625279292
jn8dr09y53w837283,5257.409940849466
2g1wf52e049343300,1476.2438358709423
1n4al3ap2dn518991,13820.211924075782
2fmdk3kc0eba39029,22165.8012441842
4a4ar5auxde025109,15576.032599180126
4jgbf71e07a277435,13460.398644723267
1c4rjfjt0ec161941,41599.70230650146
kndmg4c73e6543215,14924.809005381034
4tawn72n1wz067204,3087.104449098215
4t1ca38p94u023493,2837.1918465322433
wbawc73549e068865,15476.39076835503
4t1bd1fk6cu030673,14759.17858051767
2g1wc57m391241018,6337.101163760725
sajea51c64wd55397,2672.1930681035938
kmhgc4dd7cu178426,15592.623265992137
2fmdk4jc9cba76004,20369.861279789213
2c4rdgeg7er431698,19349.517203761992
1j4gl48kx3w625200,2229.7546569818624
1j4hr58215c694872,6213.876640451526
1fmeu63e58ua62563,8134.583052151666
2b4fp25b6yr855053,1087.2396291789391
5fnrl38727b424521,8026.341864285043
1g6ab5r33d0144028,20163.32041800759
1d7ha16k68j184239,12354.062191807763
1g1ak52f957602626,2919.3898183153506
1d8gt58648w218755,12584.975991521958
1g11c5sl9ef189907,16569.86911918955
5fnyf3h55cb025307,23763.441156901805
1j4gw48n24c120773,4446.281419117253
2b3ka53h37h686434,9291.325715714562
19uua5659xa002897,1930.6297098725336
jt2bk12u920040680,2564.6149564607986
1g4hd57237u173862,5946.924849194897
2c3ccagt2dh683335,21167.165814629156
5npdh4aexdh321788,12446.1657979391
jn1cv6ar3cm977843,19165.803244405175
3fahp08z47r131014,2133.9497706985458
wauffafl1ba096599,23183.56037133158
1g1pf5scxc7224267,7554.791963990099
2hnyd18954h519301,1298.2689088556453
1fadp3f26el185674,9023.048064990893
1n4al2ap0bn461388,7898.943626784393
jn1cv6ap2cm622967,18495.43021227599
wmwrf33517tg17673,7012.533941822392
1ftsx21p55ea51757,6555.437311969787
1ftex1cmxdfa39798,19112.687941072152
1j4gs48k86c217044,4835.047880316517
1gnec13v33j181353,6740.309645081541
3fahp0ha2cr398852,9042.804184697809
3fa6p0h90dr152655,14089.944962797872
1ftww31p76ed61744,5730.731457150648
1n4al3ap7dc906455,13237.7118513926
jthbk1eg6c2497691,23596.56196682209
wbaam3333xkc58754,1277.6242259108803
5xxgm4a73dg182609,12264.812896369755
3fa6p0h77dr147953,16428.92360786024
jthcf5c28b5050719,21167.488514066372
1fm5k7f85dgb32072,26128.90677392412
2a4rr5d1xar346670,8595.281510488177
5tfnx4cn1bx002480,6532.000880982596
1fm5k8d87egc50750,24889.17837046188
1fmju1h55cef02858,21319.04995573361
1n4al3ap1ec157167,13384.025352109811
3gtp1ve02cg224288,23622.70295438346
3fa6p0k91dr147926,20348.894217705143
3ln6l2gk2er828137,22190.08186988764
wdbuf26j35a689186,6536.6308327592515
jn8az1mw3bw181730,17036.70810832549
5gakraed4cj154842,20409.873112839163
4s4brbcc7e3258193,24229.47903097648
1c3cdfaa0dd346418,12218.32659266372
2a4gm68476r693509,3562.6334171410836
5npec4abxch410087,15399.19925105079
2ftrx17w24ca01622,1844.1534394316604
1g1pc5sb5e7388352,11888.531454251422
kmhcn4ac4bu605337,5997.702952596244
wddgj4hb2df946456,24739.509825636094
2g4ws52j621182099,3297.350999136399
4t4bf3ek2ar068282,7340.595792803545
3gnfc16008g200289,9904.764647470849
1g1pf5sc9c7123141,8585.963671963618
1gc4k1c84bf188198,33367.19360953818
1fmhk8d88cgb04044,23909.912346036414
1fmdu63x6yza35758,401.9142658611727
1gchg35u841130250,4494.234560733337
4t1bf1fk3eu420353,16649.624253855363
kmhdu4ad1au120345,2644.6900096323534
wauhfafl9en007707,29250.244784488532
1g1je5sbxe4177567,12672.08108611488
1c4njcbb6cd626250,12293.723156185344
1n4al3ap0dn488504,11198.735431772242
1n6af0ly3en104106,24789.00423070146
ja4ad3a3xez019526,18173.691882355513
1nxbr32ex6z726342,3713.085668800357
1ftfw1et8eke40626,28191.914801531435
3ln6l2j97dr825772,22479.105864865793
jtjhy7ax4a4043487,34320.13543446973
2c3cdxbg5ch296724,15661.3471529433
kmhdu46d98u345129,6845.675583676607
kmhcn36c47u039206,2504.6523309506592
1n6bd0ct0ac446701,16942.332109299554
1j8ff47w47d278969,7751.829615456258
2gnflnek9d6213977,16747.256580082005
1n4al2ap6cc173940,11881.726788040434
wvgav7ax5cw557624,16287.193568598337
wddgf8bb9br151093,19077.067985588885
2t1burhe2ec145197,14082.670220525291
5uxzv8c55cl425052,34748.10890297142
4f2cz94103km07125,4993.352704974661
1gndv23148d201589,2544.4854241017365
3n1ab6ap8cl743710,10611.29759160307
2d4gp44l56r836085,4371.492837558901
zfbcfach7ez005432,12326.445215664775
1g11c5sa4df210174,13198.419430808779
wbsde93493cf92356,8294.9564207056
jtezu17r640020809,4468.733437781448
1d7hu18n05j577776,8088.665578067134
5uxzv8c50cl423449,30844.112566327713
1fmcu0g94dua54773,12840.987876866928
wbavm1c56dvl64436,32390.628854149065
jnrar07y2xw068040,1013.742302425986
3gnfk16zx4g256638,7988.346401088085
1gks2ke71er202972,31670.762873309766
1n4aa5ap5bc818356,14614.645449414169
1g2za5e02a4162107,6823.026440465021
wddsj4eb8en039927,29695.2867973535
wbafr9c57bde82246,22779.839533833263
1g1zc5eu6cf168226,7474.376600388575
3fahp07127r135669,6199.408176897899
jn8af5mr0dt206355,13812.882805534517
2gnflgek4d6317613,16484.686039389155
1ftyr14u47pa62983,3393.3539273886236
3fahp07167r268242,3238.515020854522
3fahp0ja6br323614,8470.217015131111
3c4pdcab5dt722691,12589.30280970065
2c3ka53g36h259442,4576.680427445157
1g6dp577870111325,8562.336632934228
wbalm1c5xce633818,35785.354196799286
1fafp56u27a143975,808.4210362902686
2g1wb57kx91282523,5955.743531267329
1gndv33188d146487,3127.134953906765
3gnal2ek5ds624027,11247.095655984427
1hgcm826x7a005164,9339.345378514254
5yfbu4ee7cp053023,12324.366620572733
2g1115sl8f9102241,18991.287397428165
waudf98e98a065503,9352.658645538244
ml32a3hj7eh006846,6716.125455026187
2gnaldek8d1183212,16486.118002501575
jnkcv64e49m605537,13890.618983898032
19uua76588a047648,11709.991234058392
5j6rm3h72cl011903,19594.018680035355
3gnca13b79s625392,2700.3363991539427
1g6kd54y35u145627,3085.5832556453843
3g7da03e62s560251,690.8629160968048
1fafp53u04g130722,721.1822355775457
1fahp35n39w193281,4989.19396878895
3c63drgl5cg285646,20208.781407266342
3gcek23m39g283237,15932.150709578476
3fahp0ha8cr420725,9426.60013776712
2cnflcew7a6357776,9192.995892956042
3fa6p0hr8dr337732,13470.448127845406
2hgfg3b50eh520607,14645.999632218494
jthbf5c21d5192649,27361.318984366175
4t1be46k49u807083,9675.232874849487
jn1ca21d5vt858757,1057.1011015374806
1hgcp2f46ca060346,9923.644129934402
2t1burhe3ec010360,13325.439372536743
2fabp7bv5ax113795,14558.657435955069
jn8az1mw0cw200560,17395.638625705004
1n4al2ap5cc186839,14139.452230065495
5tdza3eh4ds041240,24163.604598634687
2hgfg21597h707424,5271.688432252578
jhlrm4h75cc004670,21136.626811799713
5npeb4ac8dh680075,11219.628274661125
3fa6p0hr5er171882,15202.098605823392
1ftne14w77da27632,4951.613126940028
jtlze4fe7dj031642,7677.460170381391
