vin,sellingprice
wba3b5g51fns15840,768.5955614920282
3c4pdddg8dt615227,533.6295818880867
jthce1blxd5001563,683.2470719485945
1j8gl58k85w613103,157.27607717702597
3fahp0gaxcr304900,574.1716339613768
1ftnf1cf0ekd48113,505.54911833252623
1fahp2f83eg183230,654.1466314251895
1g1jc6shxd4189457,463.34681559701767
1fmzu73k53uc18137,50.71023894853971
1fmcu0h92dud56139,392.471068941457
jm3ke2cy8f0434836,533.729475705278
1g1zf57579f254408,322.1740298668898
jthbk262982063524,343.4645128720646
3n1bc1cp1al391729,281.693412409108
4t1be46k47u032443,286.657547713394
jn1cv6ap9dm713252,669.9347371161564
jtlkt334264049092,224.9841483094441
4jgdf7ce4da223492,660.871630362803
wp0ab2a90ds123041,538.6008502284213
2g1wf5e37d1220344,451.9872009171457
1c3cdfbaxdd268356,469.0054826205745
1j4rr4gg4bc555195,347.0156497885609
1gyek63n92r200314,32.95413675604516
5j6rm4h55cl021118,475.35154974136026
jm1bl1uf3b1390089,370.9417075477023
1nxbu4ee9az306581,400.9005926389474
3ln6l2gk8er825498,862.4259386603528
kmhcn46cx9u341270,274.68184275035685
1fmjk1h5xbef34161,364.05456523348846
jm1gj1v66e1162487,655.7170552094357
1fafp55s53g166741,161.99894964314336
jhlre4h47bc035761,330.3179046211027
1hgcg56702a023996,207.16432471585227
3vwrt71k66m746558,217.28708604925586
5tfdw5f17cx249548,736.3423832034657
2c4rdgcg8er253237,533.1341390119353
19uua56883a074677,142.74089121963527
2lmdu68cx8bj05646,261.85531731694675
5n1ar18u67c626356,192.75804960181318
1ftne2ew8eda20173,734.3111613956946
1fahp3gn9bw184524,266.174798215077
19xfb2f5xee243381,385.68648974056214
1gtw7fca5e1905770,822.7461488780863
1zvht85h455209305,201.80126829318226
1fafp55u11a128859,120.37309604696344
jthbe1bl6d5001460,674.3784190181184
jm3er2bm7b0405127,360.74334761299497
2c3cdxct1eh315591,571.2047933392938
5xxgn4a7xcg039135,450.8807036627257
1g2zg57bx94117540,140.35245195236763
3n1ab6ap9al644813,508.3575045172772
jtjbt20x930014425,272.3877055767701
1g6dt57v780164982,343.445973784922
2fmdk3kc4eba30799,538.7248177135036
2c4rdgbg9dr616368,476.66784893609105
1ft8w3bt5cea27096,328.565927058503
jthbe96s070016618,364.4344978201035
jtmbk33v085063691,184.4616840289371
3lnhm28t28r660744,234.15837561659092
jtmbd31v275093545,153.05036303390239
1gtek19z26z254627,381.81332561715317
jtebu5jr0a5028050,686.5972411827154
4t1be46k07u044069,208.5072781724879
5xxgm4a7xeg282238,541.6584128134174
5npdh4ae4eh505402,627.3327918805462
wdbrf40j63f382931,110.28450360730744
5tfhy5f11dx308848,912.5270425823292
1n4aa5ap9bc866393,435.9878447627731
1j4gz78yxwc163618,86.07759158916161
2t3bf4dv6bw173640,418.0230441103178
1n4al3ap6dn429862,533.0951080497287
1c3cdzab4cn136021,491.5658979296948
1fmcu0dg1ckc48030,301.5146360643538
jn8ae2kp0d9068333,470.950851653882
1mefm50ux2g620409,129.04956186591352
1fmyu031x5ka88199,86.27173661557106
5npet46c59h535167,320.47303252089256
jn8cs1mw4dm173129,503.55678796676443
1fmcu0gx4eub81474,400.2265223325837
jtdkn3du5d1615796,415.37805838785846
1fm5k8d89dga37233,356.9298979434341
1ftpx14555na08675,112.46805025046956
1fmhk8d85cga18738,245.72777982113826
wddng71x07a121188,212.11227214743323
1b3hb48b37d201969,631.6395771783887
2hgfa16519h369184,231.3331125270019
1gys4kef6br346956,437.86760131328253
1b3cb4ha4ad603024,596.2974640831021
2fmza52256ba56681,127.75005617414968
1n4aa5ap8ec486577,456.75368253897045
2g1wg5e33d1191129,448.82798858462115
2fmdk4jc7dbb48738,497.47920639137226
jn8az1mw3bw182053,260.44070100106256
knafk4a67e5154467,589.0168545008792
wddgf4hb8ea930911,656.2049027573848
19uua8f20ca020058,661.8407871770262
jn8as5mv1cw705624,461.46553541748284
1g1jc6sg3d4231703,443.35592454281505
knaft4a25a5242857,409.16040053657576
wdbtk76g84t024831,38.81884558162835
wba3a5c55cf345182,602.4466974775055
1c4bjweg5dl655483,473.3544449387824
1gcec29029z162071,465.66611040225274
1c4pjmak6cw120986,283.7252419428321
1fmpu15576lb00788,118.01180255140366
2gnfleek5c6358786,347.08112876384934
2c4rc1cg3er180357,599.0734249609585
2b3ka43r58h326800,80.48259711289859
1g2zg558964261180,116.7259245412464
wmwmf73518tt88928,338.8512519708231
kmhhn65f76u206174,233.6131575867342
2d4gv58205h591407,67.61250372410387
1n4al11d96n405049,235.46239612434027
jf1znaa18d2731233,616.80421181642
2hgfg1b99ah500776,312.3814609652535
2t2bk1ba3cc153153,633.1372557965034
1ftne2ewxeda19977,741.3686711703596
jn8az1mw8dw313688,415.85383207695827
1gbhg39c591143468,229.88735398481865
wmeej3ba0ck553414,422.98857226354585
5j6yh18798l015149,378.821446803699
2d4rn5dg4br721026,320.3798451419453
1j4gx48s24c385874,161.22471455855413
wbapt735x8cx00895,561.6388930798043
1fbss31l53ha60766,143.26787780715978
2fmhk6c85dbd11442,453.36135372762317
5tftx4gn8dx024805,481.72633190321
wauhfaflxcn010306,419.0907212201878
kmhgc4dd2du221586,545.3834768893112
2c3ja53g25h678246,138.98986070492913
1ftyr14u0wta78359,198.11642433793105
jn1cv6ekxdm923406,694.3915463319422
2fmdk4kc4cba79827,512.2022365814618
1yvhp81a695m35040,325.60153141708827
salmf13496a235125,346.3096369222576
kmhfh4jgxda233076,500.33718284354853
3fa6p0k99er301400,534.8285862385413
2gnaldek6c1277684,261.1982229281098
4jgcb65e67a056765,203.9979003983799
5j6rm4h33dl071421,496.0810168058872
4a32b3ff9ce023054,631.6861518445982
1gcrkpea0cz276898,482.26998828150613
2a4gp54lx6r781680,185.80072138433343
5fnrl5h60cb073055,480.41595982077826
1fm5k8d88ega09800,376.8477963175819
1gtw7fca0e1906082,782.6429390484259
1gkek63ux4j159713,182.04494749566152
ja3au86u78u008441,296.46442994211463
1g8al55f66z160145,115.91479451451465
wbaet37465nj89798,224.58451936547084
1g1ak15f177200574,292.196301988016
1n4al3apxdn440136,517.7511082156741
3d7mx48c36g247655,60.173999610662406
jthkd5bh7c2055355,396.3785846800691
1fm5k8f85fga04570,531.355502278951
wdbsk75f43f060145,214.03181607076797
1n4aa5ap8ac816289,325.4227412658752
2fmdk4kcxdbb95356,413.40650408311814
5yfbu4ee5dp087012,388.96285404278217
2g4ws52j131114990,76.37359985708923
1c4rjfcg7cc103273,272.03442107167234
jthbf5c29d5187781,719.9330656318602
2t1bu4ee8cc800628,451.6597049738897
2c4rdgeg2er179133,562.0926903044771
jn8as5mtxew603465,322.92111546539576
5j6re4h71bl067297,462.36941022375055
3fahp0ha3cr291860,528.381514699179
4jgbf7be5ca781293,512.96915321208
3g5da03l07s562513,166.37094843456504
1n4bl11d96c251104,264.7407410271001
jthbf5c25c2102810,613.4495662636076
jm1cw2bl8d0149065,496.862654119234
3tmlu4en7em150625,967.2912079391872
3vwsf71k36m629545,211.615767513121
wbafu7c58cdu58748,572.2787564211474
3vwbx7aj5bm108602,521.4688950836717
5npdh4ae0fh571222,560.1561510398635
1n4al3ap8en260008,616.64162033916
1g6ky54911u182876,167.56420096335285
1n4aa5apxbc856004,544.4184348735512
1fafp56u67a191527,129.80522348283313
jthch96s260017537,396.43994707666
4t1bf32k43u557395,120.10566553238397
3fa6p0lu8er308079,716.8780556138161
1n4al2apxcn413527,574.4180650044661
jn8cs1mw3dm173915,428.95194549049654
1ftne2ew4dda54948,625.6188914244278
1ftpw14584ka09953,100.13828022388395
1g1zd5e0xcf385031,430.0431162553164
wbafr7c54cc810649,542.0964223301316
1hgcp2f67ca142264,522.6213040200694
1j4rr5gt4bc603765,346.2707938785749
jtjbt20x350075451,254.5401371031432
1c4njrfb3fd249037,502.2702065640004
1yvhp80c385m20285,259.5636881347971
4m2cn8b77akj08834,487.27512664535067
1hgcp2f32ca079306,496.1446514769939
jthcf5c24b5051415,568.677579911868
1vwbp7a31dc109607,525.7621163080116
1gnkvgkd4dj194946,359.21107082427295
5fnrl5h43cb013351,447.47162722714955
3fa6p0h94er382314,685.7106005470257
3vwsb69m92m095277,197.55996524132797
1ftkr1ad0bpb02706,329.9902889507008
1hgcp2f68ca145092,499.29738838567346
wbagl63413dp61945,97.97679124748623
1g11b5sa3df131680,473.90206078971386
1n4al2ap4bc140482,288.9717096630941
1b3el46x14n308491,478.394039485229
1n4al11d56n333816,234.1809745280791
wbskg9c55ce797894,689.1130585648821
1n4al3ap7dc912532,563.2917222017122
3gkfk16r1xg529905,-20.675789364797822
wbaxg5c59cdx03671,666.7154036513373
4n2zn16t42d808408,138.2058940100116
1fmju2a59eef40614,421.1934491524364
3c4pddbg0et211908,700.7963560481817
2t3df4dvxcw191648,439.21264200414856
1ftne24213ha50152,79.02538074494731
1n4aa5ap5dc830123,595.1831101948801
5gten13e588114084,360.19775350334567
19xfb2f92ce015858,574.2667089193944
3fa6p0h71er243840,740.2882794127374
1g6dm577040113901,158.83014797789275
1c4hjwfg8dl664400,478.632024891338
1j4fa39s76p781106,346.9202586963112
1fmzu73k05uc04214,166.2325594004608
jm1cw2dlxc0141481,552.3316973344796
2hnyd18814h548804,127.30919221501716
jthcf5c22c5057540,667.7372574415015
1c3cdzab6dn607023,396.68193316085944
1gcskse38az100409,549.9696678921471
2t2zk1ba3dc124462,735.0752284179123
1n4al3ap8fn311380,452.9205454014055
jtjht00w923521747,87.23381628847483
1n4al2ap8bc148553,427.0881360143921
3fa6p0luxer308326,711.0863049045611
1g6ds5e33c0100614,576.4064604602435
6g2er57788l127964,281.785786421475
kmhec4a43da066396,587.9547136672589
1fmcu9d79ckb22440,279.9988886165977
1ftew1cm0ekd93017,407.95175227450466
2t2bk1ba7cc145833,517.9632463166415
5uxwx5c57blw13582,561.9301865938148
1gnec13t24j223706,169.4581347152859
1c4gp64l9yb658059,69.21332737790755
2c3cdyag7dh604131,578.8897741049016
1c3bcbfg8cn279810,508.26679485739123
wba3a5c55ep601379,780.1761298737003
5tdba23c64s003155,154.22846691171685
knafx4a62e5097239,572.4199522903584
wbabd534x6pl17693,232.33982725246656
wbawb73547p021677,272.21837471339234
3fahp0hg7cr419926,618.8942069906544
4t1bf1fkxeu419703,567.44695518244
1vwah7a32dc088713,565.1232593483834
wddgf4hb4cr216756,506.5776720203156
jthbn36fx55021972,163.13254347988357
wddgj4hb4cf802891,581.586992422534
5fnyf3h55db017208,532.1279673119552
3vwrm71kx8m180209,239.68837490550175
5fnyf4h73cb048964,455.17572869152576
1a8hx58p77f544718,676.3564745259715
1n4bu31d9sc101562,117.10205343303812
3d4pg5fv0at150580,307.4618294754705
1fm5k7b89dga29971,499.77655299114144
1fm5k8d85dgb79417,296.678933894583
2c4rdgbg9cr146454,317.9463039767172
jtdkdtb36e1574688,494.73107816785114
5npeb4acxch416211,504.6921341805858
1ftne24w04ha63334,96.69485011688823
1fahp32n49w170273,228.90200469145913
knadm4a36e6394885,676.1248002409716
yv4940dl1e2516909,411.82592937929434
wbadm6344ygu28113,96.59879589018288
5xyktca62fg600638,563.8463991075998
2c4rdgbgxdr656040,549.2858695380639
1zvbp8em3e5231769,547.1513033662064
5npeb4ac1dh747390,614.3738926466688
sajwa71b06sg49749,143.02979566441383
2c3ccaagxeh232618,593.4798243182786
2g1wf52e749274511,108.9738326927282
1hgcs1b87ca014624,341.10244868907597
5tdzk3eh7as019760,322.7791528203844
1c3ccbbb1dn545698,369.8093073354355
1gdgg31v061903480,72.61389986120588
jh4cu2f40cc013422,708.0454130266248
1j8gr48k89c543652,323.7633975074169
1gcdt136758206181,118.52180957044573
1g6kd54y35u238468,88.3176695104039
yv1mh682452064955,155.9803692654272
wa1wkafp8ca038020,508.7487824560721
5xykt3a69cg300963,347.59417620640187
2c3ja53g65h530438,166.16444574361873
jteht05j732043105,179.165994254682
waujf78kx9n051245,238.62352835371277
wddgf8ab3da803774,599.6126222084241
1fadp3e29dl186382,516.2193706378317
jm1bl1ug8b1901479,504.3481646243098
1g1jc5sh9c4159245,475.57617567235286
1ftfw1ct8ekd55644,489.4516594431653
jtebu11f98k007353,452.11243457608725
2g1fc3d31c9118200,609.3483966238568
1ftpw14524kd61376,139.3880441739983
jn8ar07s4xw366220,72.82362323202489
jhmfa16886s002021,111.7254373830321
1fmfk20557la13598,218.65084198913544
jtkjf5c73c3031845,438.5870888294601
1fmdu73w12uc78556,31.57914520444143
jthbe262062004334,304.03539755054055
1hgcp2f69ca058253,419.79134161621016
1c4rjfag6cc226470,434.3252663814939
1n4dl01axyc220729,147.73685369282384
1n4al3ap9ec420585,614.4037920976674
2t1bu4eexdc088902,592.6630904159232
2hgfa55587h701059,142.39915540814633
3n1ab7ap6el622733,652.0385238298321
4a32b2ff9ce012307,447.78132558762564
1n4al3ap4dc171921,454.846000691443
3fahp0ja9cr292361,530.9266153817243
wauvt68e03a289215,264.6029343349511
1ftfw1et2dfb12240,431.52996210031796
jhmgd38617s046608,150.2305116744741
1g1am15b567709265,248.84239621179978
waubfafl6an051406,408.96812657318515
2g1wg5ek0b1132088,371.07312061532645
jm1de1ky4c0152251,209.9479289515518
3fa6p0lu9er308365,725.6909405168253
2g1wt58k489220398,399.40331546992496
jn1cv6ar3cm970942,463.0201393120587
3gtp2ve73dg327408,842.0066852269695
5npdh4ae3dh364031,577.091499104756
1fmcu9c74ckb32584,261.8315486284439
5n1ar2mm7ec632479,535.9305732741914
wbana53524b848816,129.51986101794796
kmhdh4ae0du591078,536.5362127293065
jn8dr09y53w837283,158.76918364320693
2g1wf52e049343300,133.05059977844434
1n4al3ap2dn518991,579.5555000085362
2fmdk3kc0eba39029,531.6293494161644
4a4ar5auxde025109,613.8188570370261
4jgbf71e07a277435,270.8705884741514
1c4rjfjt0ec161941,459.1449883764614
kndmg4c73e6543215,837.8010903285154
4tawn72n1wz067204,162.76639290734528
4t1ca38p94u023493,107.41336549309722
wbawc73549e068865,435.9732477937203
4t1bd1fk6cu030673,399.04623939352973
2g1wc57m391241018,346.8494351622825
sajea51c64wd55397,115.35040719087118
kmhgc4dd7cu178426,484.5842786215414
2fmdk4jc9cba76004,423.24782084722665
2c4rdgeg7er431698,545.666720156922
1j4gl48kx3w625200,101.9331759366828
1j4hr58215c694872,112.64757542287225
1fmeu63e58ua62563,156.67528962798787
2b4fp25b6yr855053,118.10661250339626
5fnrl38727b424521,223.59696415183734
1g6ab5r33d0144028,471.5657748236983
1d7ha16k68j184239,227.7391645144948
1g1ak52f957602626,210.61940207461336
1d8gt58648w218755,276.0482428225141
1g11c5sl9ef189907,681.8595223138781
5fnyf3h55cb025307,511.3501821907295
1j4gw48n24c120773,125.71626642840039
2b3ka53h37h686434,264.5419793418795
19uua5659xa002897,137.42257806885942
jt2bk12u920040680,227.82988575900313
1g4hd57237u173862,274.2540224842829
2c3ccagt2dh683335,570.0064038442347
5npdh4aexdh321788,494.6926722517624
jn1cv6ar3cm977843,602.7988306079592
3fahp08z47r131014,252.0387702245858
wauffafl1ba096599,556.1544701793537
1g1pf5scxc7224267,385.74277779041773
2hnyd18954h519301,70.78588677261854
1fadp3f26el185674,390.6565216556951
1n4al2ap0bn461388,360.0085663820885
jn1cv6ap2cm622967,590.832410559584
wmwrf33517tg17673,304.2136375651637
1ftsx21p55ea51757,206.36975143693792
1ftex1cmxdfa39798,343.52757458573933
1j4gs48k86c217044,149.736998892984
1gnec13v33j181353,131.58273818599065
3fahp0ha2cr398852,438.8228869989419
3fa6p0h90dr152655,656.2929279240539
1ftww31p76ed61744,73.66256514195254
1n4al3ap7dc906455,476.6501238001704
jthbk1eg6c2497691,498.5893704900083
wbaam3333xkc58754,113.50886590582303
5xxgm4a73dg182609,457.8305497210427
3fa6p0h77dr147953,750.4451579566262
jthcf5c28b5050719,603.517530348287
1fm5k7f85dgb32072,413.228976269209
2a4rr5d1xar346670,345.5788094527883
5tfnx4cn1bx002480,341.14717934832174
1fm5k8d87egc50750,356.6611816001768
1fmju1h55cef02858,277.38980140642616
1n4al3ap1ec157167,546.8179803752599
3gtp1ve02cg224288,622.933725058112
3fa6p0k91dr147926,689.8443092999112
3ln6l2gk2er828137,771.2480556327434
wdbuf26j35a689186,183.34157199694806
jn8az1mw3bw181730,410.111536836381
5gakraed4cj154842,695.3822822172579
4s4brbcc7e3258193,707.1876664077693
1c3cdfaa0dd346418,461.4797391525987
2a4gm68476r693509,218.75816187857424
5npec4abxch410087,631.8164601189874
2ftrx17w24ca01622,123.60506222053556
1g1pc5sb5e7388352,482.2867506629968
kmhcn4ac4bu605337,387.67488213003054
wddgj4hb2df946456,684.2650394406219
2g4ws52j621182099,156.83048636325304
4t4bf3ek2ar068282,318.0856660675606
3gnfc16008g200289,97.4611757998482
1g1pf5sc9c7123141,393.04925766902994
1gc4k1c84bf188198,542.3551867523776
1fmhk8d88cgb04044,348.1251777866919
1fmdu63x6yza35758,50.9969561350257
1gchg35u841130250,111.3536884944412
4t1bf1fk3eu420353,565.7894793364522
kmhdu4ad1au120345,130.95231397405962
wauhfafl9en007707,660.035926542655
1g1je5sbxe4177567,656.00767199102
1c4njcbb6cd626250,316.1829437532214
1n4al3ap0dn488504,444.2040102215601
1n6af0ly3en104106,845.5091105637773
ja4ad3a3xez019526,528.9235677357894
1nxbr32ex6z726342,143.7035743227304
1ftfw1et8eke40626,419.100499608699
3ln6l2j97dr825772,766.0433239330985
jtjhy7ax4a4043487,435.65875768866465
2c3cdxbg5ch296724,524.0877030816523
kmhdu46d98u345129,330.2704705471608
kmhcn36c47u039206,213.38479749420233
1n6bd0ct0ac446701,372.7064264822607
1j8ff47w47d278969,284.8323772038938
2gnflnek9d6213977,409.1559163810729
1n4al2ap6cc173940,423.9809029978247
wvgav7ax5cw557624,421.63758894258046
wddgf8bb9br151093,531.1819961284158
2t1burhe2ec145197,687.1076101619615
5uxzv8c55cl425052,591.2526812457502
4f2cz94103km07125,184.9510625310461
1gndv23148d201589,242.66428824908422
3n1ab6ap8cl743710,656.6378657358316
2d4gp44l56r836085,199.52738035281732
zfbcfach7ez005432,757.8113487112387
1g11c5sa4df210174,587.9516678936554
wbsde93493cf92356,217.21718542624967
jtezu17r640020809,171.49095654356535
1d7hu18n05j577776,125.22479779228752
5uxzv8c50cl423449,488.61602192798506
1fmcu0g94dua54773,363.4838103551101
wbavm1c56dvl64436,703.7595407243875
jnrar07y2xw068040,104.2067349599485
3gnfk16zx4g256638,51.616151852029475
1gks2ke71er202972,519.3599233976539
1n4aa5ap5bc818356,374.49816799862504
1g2za5e02a4162107,270.5925899990771
wddsj4eb8en039927,526.884136613187
wbafr9c57bde82246,499.78244826446013
1g1zc5eu6cf168226,436.00106486858135
3fahp07127r135669,401.4726541232958
jn8af5mr0dt206355,595.2270606373422
2gnflgek4d6317613,347.5272277128145
1ftyr14u47pa62983,150.76743606498144
3fahp07167r268242,312.7034021224415
3fahp0ja6br323614,510.00475191734387
3c4pdcab5dt722691,562.5985033426417
2c3ka53g36h259442,191.94446126186676
1g6dp577870111325,303.67864496445566
wbalm1c5xce633818,920.9114172626878
1fafp56u27a143975,153.01593823604202
2g1wb57kx91282523,285.0960269600649
1gndv33188d146487,297.4986687415514
3gnal2ek5ds624027,553.9241910091871
1hgcm826x7a005164,305.1651463342554
5yfbu4ee7cp053023,435.49783435533305
2g1115sl8f9102241,632.1106820582423
waudf98e98a065503,211.64736594388924
ml32a3hj7eh006846,532.8499827317839
2gnaldek8d1183212,418.78887158893326
jnkcv64e49m605537,402.5743125098026
19uua76588a047648,360.13881917834505
5j6rm3h72cl011903,522.7570252157667
3gnca13b79s625392,263.0361524394472
1g6kd54y35u145627,185.58295722603316
3g7da03e62s560251,42.593937158640415
1fafp53u04g130722,140.04257973099567
1fahp35n39w193281,231.3438338657177
3c63drgl5cg285646,547.7859713161714
3gcek23m39g283237,304.52648765562833
3fahp0ha8cr420725,533.4785789096646
2cnflcew7a6357776,250.44479364227348
3fa6p0hr8dr337732,590.8341097704739
2hgfg3b50eh520607,669.7822879653761
jthbf5c21d5192649,779.7174753566519
4t1be46k49u807083,238.1530856719588
jn1ca21d5vt858757,142.30958072496963
1hgcp2f46ca060346,514.6247021678723
2t1burhe3ec010360,634.7907505416962
2fabp7bv5ax113795,282.1841028965367
jn8az1mw0cw200560,432.3349799639015
1n4al2ap5cc186839,586.4045595348462
5tdza3eh4ds041240,538.0059328654081
2hgfg21597h707424,174.56255005615702
jhlrm4h75cc004670,372.7140411671973
5npeb4ac8dh680075,530.4463765003591
3fa6p0hr5er171882,696.698456674073
1ftne14w77da27632,121.7111824512084
jtlze4fe7dj031642,516.342306979496
2d4rn5d16ar459598,374.8170632514002
1fm5k7f81ega49904,511.16612895925874
wp0ab2a94ds122393,653.3150233505511
4jgbb86ex6a120889,213.40190214666703
1fa6p0h70e5373630,557.8674405772903
1gnec16z92j301542,51.76280984713861
4t1bf1fk4du655486,446.04704752392576
